image_a,image_b,source_id_a,source_id_b,grade_a,grade_b,class_a,class_b,dhash_distance,relationship_type,resolution_status
train/Grade 1/52766842_553738755138733_4660913657968852992_n_jpg.rf.e13298c20f28ff5f443fdee180c484ef.jpg,train/Grade 3/409_jpg.rf.c569909ab0cd6bd98fedd1a56a4faae0.jpg,52766842_553738755138733_4660913657968852992_n_jpg,409_jpg,0,2,Grade 1,Grade 3,4,TYPE_3_DIFF_SOURCE_DIFF_CLASS,FLAGGED_CROSS_CLASS_AMBIGUITY
train/Grade 1/52766842_553738755138733_4660913657968852992_n_jpg.rf.e13298c20f28ff5f443fdee180c484ef.jpg,train/Grade 4/191_jpg.rf.1c6cbbfb5ee13f953852be7c145e0ef9.jpg,52766842_553738755138733_4660913657968852992_n_jpg,191_jpg,0,3,Grade 1,Grade 4,2,TYPE_3_DIFF_SOURCE_DIFF_CLASS,FLAGGED_CROSS_CLASS_AMBIGUITY
train/Grade 1/52766842_553738755138733_4660913657968852992_n_jpg.rf.e13298c20f28ff5f443fdee180c484ef.jpg,train/Grade 4/191_jpg.rf.5bec92d4496126f050cc45015ec21fae.jpg,52766842_553738755138733_4660913657968852992_n_jpg,191_jpg,0,3,Grade 1,Grade 4,3,TYPE_3_DIFF_SOURCE_DIFF_CLASS,FLAGGED_CROSS_CLASS_AMBIGUITY
train/Grade 1/52766842_553738755138733_4660913657968852992_n_jpg.rf.e13298c20f28ff5f443fdee180c484ef.jpg,train/Grade 4/191_jpg.rf.de3eb18cc1707ee381e641276d29d459.jpg,52766842_553738755138733_4660913657968852992_n_jpg,191_jpg,0,3,Grade 1,Grade 4,3,TYPE_3_DIFF_SOURCE_DIFF_CLASS,FLAGGED_CROSS_CLASS_AMBIGUITY
train/Grade 1/52893683_309124839801524_5592826745502826496_n_jpg.rf.0b319b350ddaab8b5f04d08c11eeca11.jpg,train/Grade 1/52893683_309124839801524_5592826745502826496_n_jpg.rf.fd765d9fca09fbb938acd617a4352e72.jpg,52893683_309124839801524_5592826745502826496_n_jpg,52893683_309124839801524_5592826745502826496_n_jpg,0,0,Grade 1,Grade 1,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/52893683_309124839801524_5592826745502826496_n_jpg.rf.0b319b350ddaab8b5f04d08c11eeca11.jpg,train/Grade 4/319_jpg.rf.08da29224f7c5870426452107bb1b6c9.jpg,52893683_309124839801524_5592826745502826496_n_jpg,319_jpg,0,3,Grade 1,Grade 4,4,TYPE_3_DIFF_SOURCE_DIFF_CLASS,FLAGGED_CROSS_CLASS_AMBIGUITY
train/Grade 1/52893683_309124839801524_5592826745502826496_n_jpg.rf.14e8b30acd25966fb103df6629c34863.jpg,train/Grade 1/52893683_309124839801524_5592826745502826496_n_jpg.rf.3b59665cc5966fb865aabe802e503327.jpg,52893683_309124839801524_5592826745502826496_n_jpg,52893683_309124839801524_5592826745502826496_n_jpg,0,0,Grade 1,Grade 1,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/52893683_309124839801524_5592826745502826496_n_jpg.rf.14e8b30acd25966fb103df6629c34863.jpg,train/Grade 1/52893683_309124839801524_5592826745502826496_n_jpg.rf.40ebdcb6f6c0e49309bcc5c6ea92343e.jpg,52893683_309124839801524_5592826745502826496_n_jpg,52893683_309124839801524_5592826745502826496_n_jpg,0,0,Grade 1,Grade 1,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/52893683_309124839801524_5592826745502826496_n_jpg.rf.14e8b30acd25966fb103df6629c34863.jpg,train/Grade 3/51754591_2131917850178589_3095084442885029888_n_jpg.rf.ce64c416f3a2e14d67d1b52afc821cc7.jpg,52893683_309124839801524_5592826745502826496_n_jpg,51754591_2131917850178589_3095084442885029888_n_jpg,0,2,Grade 1,Grade 3,4,TYPE_3_DIFF_SOURCE_DIFF_CLASS,FLAGGED_CROSS_CLASS_AMBIGUITY
train/Grade 1/52893683_309124839801524_5592826745502826496_n_jpg.rf.3b59665cc5966fb865aabe802e503327.jpg,train/Grade 1/52893683_309124839801524_5592826745502826496_n_jpg.rf.40ebdcb6f6c0e49309bcc5c6ea92343e.jpg,52893683_309124839801524_5592826745502826496_n_jpg,52893683_309124839801524_5592826745502826496_n_jpg,0,0,Grade 1,Grade 1,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/52893683_309124839801524_5592826745502826496_n_jpg.rf.40ebdcb6f6c0e49309bcc5c6ea92343e.jpg,train/Grade 3/51754591_2131917850178589_3095084442885029888_n_jpg.rf.ce64c416f3a2e14d67d1b52afc821cc7.jpg,52893683_309124839801524_5592826745502826496_n_jpg,51754591_2131917850178589_3095084442885029888_n_jpg,0,2,Grade 1,Grade 3,4,TYPE_3_DIFF_SOURCE_DIFF_CLASS,FLAGGED_CROSS_CLASS_AMBIGUITY
train/Grade 1/52893683_309124839801524_5592826745502826496_n_jpg.rf.8af21310cad59f53ef8cd9b4930b3e02.jpg,train/Grade 4/190_jpg.rf.b327deda6412804bd7273b07eeb22d07.jpg,52893683_309124839801524_5592826745502826496_n_jpg,190_jpg,0,3,Grade 1,Grade 4,4,TYPE_3_DIFF_SOURCE_DIFF_CLASS,FLAGGED_CROSS_CLASS_AMBIGUITY
train/Grade 1/52893683_309124839801524_5592826745502826496_n_jpg.rf.8af21310cad59f53ef8cd9b4930b3e02.jpg,train/Grade 4/354_jpg.rf.776f0fbf1058edbc45fbd11613a6207c.jpg,52893683_309124839801524_5592826745502826496_n_jpg,354_jpg,0,3,Grade 1,Grade 4,4,TYPE_3_DIFF_SOURCE_DIFF_CLASS,FLAGGED_CROSS_CLASS_AMBIGUITY
train/Grade 1/52893683_309124839801524_5592826745502826496_n_jpg.rf.8af21310cad59f53ef8cd9b4930b3e02.jpg,train/Grade 4/52590332_933677237022401_4422700044289835008_n_jpg.rf.a725847a7fed952d293ad4b13a34bec1.jpg,52893683_309124839801524_5592826745502826496_n_jpg,52590332_933677237022401_4422700044289835008_n_jpg,0,3,Grade 1,Grade 4,3,TYPE_3_DIFF_SOURCE_DIFF_CLASS,FLAGGED_CROSS_CLASS_AMBIGUITY
train/Grade 1/52893683_309124839801524_5592826745502826496_n_jpg.rf.fd765d9fca09fbb938acd617a4352e72.jpg,train/Grade 3/409_jpg.rf.c569909ab0cd6bd98fedd1a56a4faae0.jpg,52893683_309124839801524_5592826745502826496_n_jpg,409_jpg,0,2,Grade 1,Grade 3,3,TYPE_3_DIFF_SOURCE_DIFF_CLASS,FLAGGED_CROSS_CLASS_AMBIGUITY
train/Grade 1/52893683_309124839801524_5592826745502826496_n_jpg.rf.fd765d9fca09fbb938acd617a4352e72.jpg,train/Grade 3/42_jpg.rf.f674b253511d6a7ce9fa1206bcb91a12.jpg,52893683_309124839801524_5592826745502826496_n_jpg,42_jpg,0,2,Grade 1,Grade 3,4,TYPE_3_DIFF_SOURCE_DIFF_CLASS,FLAGGED_CROSS_CLASS_AMBIGUITY
train/Grade 1/52898452_459803781222228_8818480199935983616_n_jpg.rf.b02580f9afddb693dce2dcf188dc1c98.jpg,train/Grade 1/52898452_459803781222228_8818480199935983616_n_jpg.rf.b9f7cdbd96933ce9c5217e9e35db059b.jpg,52898452_459803781222228_8818480199935983616_n_jpg,52898452_459803781222228_8818480199935983616_n_jpg,0,0,Grade 1,Grade 1,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/52_jpg.rf.00f742f10f661ad91b562ac76f4a8120.jpg,train/Grade 1/52_jpg.rf.13fe0f1d5d0cf89ec419a1ccd20e5100.jpg,52_jpg,52_jpg,0,0,Grade 1,Grade 1,1,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/52_jpg.rf.31800dafae178c01c185247db84baec0.jpg,train/Grade 1/52_jpg.rf.35de865dfd7055025e1b0905e8c1da64.jpg,52_jpg,52_jpg,0,0,Grade 1,Grade 1,1,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/53_jpg.rf.26edb05839d517f6a9f329a3a00ff620.jpg,train/Grade 1/53_jpg.rf.ac742f31ba5d9f22966073f58f962c1f.jpg,53_jpg,53_jpg,0,0,Grade 1,Grade 1,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/53_jpg.rf.31a55030bbc3b01e06b9e51a45f68bbb.jpg,train/Grade 1/53_jpg.rf.b3bf0fa454bab48c6c772cd3204f79e7.jpg,53_jpg,53_jpg,0,0,Grade 1,Grade 1,4,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/55_jpg.rf.41a6a0440ce5a3b1ae8e90829a952b70.jpg,train/Grade 1/55_jpg.rf.de295708ff0533fb7eb184a0cfc84a8c.jpg,55_jpg,55_jpg,0,0,Grade 1,Grade 1,4,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/5783976681780577736_jpg.rf.2d05821cd2440618b1b260b0cebe8a43.jpg,train/Grade 1/5783976681780577736_jpg.rf.4f75115a537f4a221681c0bb34399a6c.jpg,5783976681780577736_jpg,5783976681780577736_jpg,0,0,Grade 1,Grade 1,1,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/5783976681780577736_jpg.rf.bf593ce5d0ad2f964ac1b63850cf8897.jpg,train/Grade 2/209_jpg.rf.4b01aec4ff03ed1b00b4d5233e30df8e.jpg,5783976681780577736_jpg,209_jpg,0,1,Grade 1,Grade 2,4,TYPE_3_DIFF_SOURCE_DIFF_CLASS,FLAGGED_CROSS_CLASS_AMBIGUITY
train/Grade 1/60_jpg.rf.06191a7779cdacd214347cf56d91912d.jpg,train/Grade 1/60_jpg.rf.22287f764f29128ac25d888fabbdaee1.jpg,60_jpg,60_jpg,0,0,Grade 1,Grade 1,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/61_jpg.rf.333d2856dc573a6919b3c8ffdde8548f.jpg,train/Grade 1/61_jpg.rf.4fec84e73d0ef32bc0157b7e0f4573ee.jpg,61_jpg,61_jpg,0,0,Grade 1,Grade 1,1,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/61_jpg.rf.3b1616049592355e0e7ec518501554e3.jpg,train/Grade 1/61_jpg.rf.c63a0830f9a190414b33dfb95ecef832.jpg,61_jpg,61_jpg,0,0,Grade 1,Grade 1,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/62_jpg.rf.4dc53163dd1ea3014fdc3f2307709248.jpg,train/Grade 1/62_jpg.rf.72b6bf45c72ad59ec8bc9b3c2d48d6f2.jpg,62_jpg,62_jpg,0,0,Grade 1,Grade 1,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/642x361_Foot_Corn_SLIDE_2_jpg.rf.93d406725838c6548cd6c540d4a90adf.jpg,train/Grade 1/642x361_Foot_Corn_SLIDE_2_jpg.rf.c4e6c41d4cf9ee3d87715fefc0fe87ed.jpg,642x361_Foot_Corn_SLIDE_2_jpg,642x361_Foot_Corn_SLIDE_2_jpg,0,0,Grade 1,Grade 1,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/64_jpg.rf.b89acb462864da5041cb7de9afbb1017.jpg,train/Grade 1/64_jpg.rf.c9077ad5cdac16c66feae9c73aa4e51f.jpg,64_jpg,64_jpg,0,0,Grade 1,Grade 1,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/65_jpg.rf.05d2290462cb5ab0b80f3386cdebd8bf.jpg,train/Grade 1/65_jpg.rf.612b64920d0856afdc9e8070e86d169d.jpg,65_jpg,65_jpg,0,0,Grade 1,Grade 1,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/66_jpg.rf.02c604da69b9de7c591b03b77b0223e0.jpg,train/Grade 1/66_jpg.rf.17fbe8767d95f0fd1b8fcc1c3a9a52e5.jpg,66_jpg,66_jpg,0,0,Grade 1,Grade 1,4,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/66_jpg.rf.54fb8624a960c8b6c5b1d4a2531a8a8d.jpg,train/Grade 1/66_jpg.rf.7821c74480eac7a0fd93e1470a151f0a.jpg,66_jpg,66_jpg,0,0,Grade 1,Grade 1,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/67_jpg.rf.7405ce5b64fdf425067cd9f6c19424d8.jpg,train/Grade 1/67_jpg.rf.c0c184e474809325ef9c2a49b19976f4.jpg,67_jpg,67_jpg,0,0,Grade 1,Grade 1,4,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/67_jpg.rf.9b2789c27701078ac92016ead3fdfcfe.jpg,train/Grade 1/67_jpg.rf.c76c6206d3a9bba43c846e190ce93572.jpg,67_jpg,67_jpg,0,0,Grade 1,Grade 1,4,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/68_jpg.rf.35eed52d2f50fbd8c0f7f8dc53e01e03.jpg,train/Grade 1/68_jpg.rf.a80a30267e391bf15dd81d349bb0bdcf.jpg,68_jpg,68_jpg,0,0,Grade 1,Grade 1,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/78_jpg.rf.003fdd633decae07c96541a3b7fc296d.jpg,train/Grade 1/78_jpg.rf.620c22d038f5b58082ed45f5e393dcd7.jpg,78_jpg,78_jpg,0,0,Grade 1,Grade 1,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/78_jpg.rf.1bc8f3c43c08e4beca25f36fc0f34fc9.jpg,train/Grade 1/78_jpg.rf.6e37cc496cd475ba646983c3d21d0fe5.jpg,78_jpg,78_jpg,0,0,Grade 1,Grade 1,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/78_jpg.rf.1bc8f3c43c08e4beca25f36fc0f34fc9.jpg,train/Grade 1/78_jpg.rf.b9e9326aa8e0bbb4614c21e2403e1435.jpg,78_jpg,78_jpg,0,0,Grade 1,Grade 1,4,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/78_jpg.rf.6e37cc496cd475ba646983c3d21d0fe5.jpg,train/Grade 1/78_jpg.rf.b9e9326aa8e0bbb4614c21e2403e1435.jpg,78_jpg,78_jpg,0,0,Grade 1,Grade 1,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/7a5e12fa15_jpg.rf.348de43bd4d77cd32803dcaa928ca0a1.jpg,train/Grade 1/7a5e12fa15_jpg.rf.f52e9855370218f7108e5128d8b46f7e.jpg,7a5e12fa15_jpg,7a5e12fa15_jpg,0,0,Grade 1,Grade 1,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/7_jpg.rf.07748e56e6f45d71225a5e7e7e898fe8.jpg,train/Grade 1/7_jpg.rf.ae6c3245acaadd2faa4bc5fd3483bed8.jpg,7_jpg,7_jpg,0,0,Grade 1,Grade 1,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/7_jpg.rf.07748e56e6f45d71225a5e7e7e898fe8.jpg,train/Grade 2/9_jpg.rf.1b2371d5057a618c55ed6713039adf10.jpg,7_jpg,9_jpg,0,1,Grade 1,Grade 2,4,TYPE_3_DIFF_SOURCE_DIFF_CLASS,FLAGGED_CROSS_CLASS_AMBIGUITY
train/Grade 1/7_jpg.rf.07748e56e6f45d71225a5e7e7e898fe8.jpg,train/Grade 2/9_jpg.rf.1d8d2c4c02070165b3e76c1c52899028.jpg,7_jpg,9_jpg,0,1,Grade 1,Grade 2,4,TYPE_3_DIFF_SOURCE_DIFF_CLASS,FLAGGED_CROSS_CLASS_AMBIGUITY
train/Grade 1/7_jpg.rf.2b3e2f9a5ea7fb0305a26b110afe730e.jpg,train/Grade 1/7_jpg.rf.d23dfcfd5e96443200dcd114ff0ab220.jpg,7_jpg,7_jpg,0,0,Grade 1,Grade 1,1,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/7_jpg.rf.ae6c3245acaadd2faa4bc5fd3483bed8.jpg,train/Grade 2/9_jpg.rf.1b2371d5057a618c55ed6713039adf10.jpg,7_jpg,9_jpg,0,1,Grade 1,Grade 2,4,TYPE_3_DIFF_SOURCE_DIFF_CLASS,FLAGGED_CROSS_CLASS_AMBIGUITY
train/Grade 1/7_jpg.rf.ae6c3245acaadd2faa4bc5fd3483bed8.jpg,train/Grade 2/9_jpg.rf.1d8d2c4c02070165b3e76c1c52899028.jpg,7_jpg,9_jpg,0,1,Grade 1,Grade 2,4,TYPE_3_DIFF_SOURCE_DIFF_CLASS,FLAGGED_CROSS_CLASS_AMBIGUITY
train/Grade 1/81_jpg.rf.3215f4599107907e54f17a5990f67f5d.jpg,train/Grade 1/81_jpg.rf.fdf273e7cabd8d83bd2dc34a3f3cb78f.jpg,81_jpg,81_jpg,0,0,Grade 1,Grade 1,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/82_jpg.rf.5294131a373021f933976403fc187142.jpg,train/Grade 1/82_jpg.rf.9f754ae84c2b59d8845581931f087253.jpg,82_jpg,82_jpg,0,0,Grade 1,Grade 1,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/90_jpg.rf.0500abae40bbbcdf3e348ba39233b57e.jpg,train/Grade 1/90_jpg.rf.f6f342ce14351eeb9ef30d2042f271c5.jpg,90_jpg,90_jpg,0,0,Grade 1,Grade 1,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/90_jpg.rf.7a5e2c9bc36b3083c83c7392bf3fe20b.jpg,train/Grade 1/90_jpg.rf.dbece6211025ef90ef713e8d6ab61563.jpg,90_jpg,90_jpg,0,0,Grade 1,Grade 1,1,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/90_jpg.rf.afe1490971445ba8f50195d64dd18833.jpg,train/Grade 1/90_jpg.rf.cb3d9f064a37a61efd4078b0f86c4784.jpg,90_jpg,90_jpg,0,0,Grade 1,Grade 1,1,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/94_jpg.rf.1c296452d3b1c9d1f1274a838d56e249.jpg,train/Grade 1/94_jpg.rf.ea797da39be682e6c4fcc35305208d95.jpg,94_jpg,94_jpg,0,0,Grade 1,Grade 1,4,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/94_jpg.rf.1d5ea509e2824279043657a27611096d.jpg,train/Grade 1/94_jpg.rf.bb85e724614e2bbc9b48cfc091736cd2.jpg,94_jpg,94_jpg,0,0,Grade 1,Grade 1,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/95_jpg.rf.760aa53ecd7d62eefa9896bddeae14fc.jpg,train/Grade 1/95_jpg.rf.934b0f4b3db48fe45c6140064f1211c5.jpg,95_jpg,95_jpg,0,0,Grade 1,Grade 1,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/95_jpg.rf.9417f9737942b824cb393a06e4b09405.jpg,train/Grade 1/95_jpg.rf.fb85bb4fd938e074c42af059564b869e.jpg,95_jpg,95_jpg,0,0,Grade 1,Grade 1,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/a-Plantar-hallux-subungual-ulcer-b-ulcer-healing-after-tenotomy-of-the-flexor_png.rf.498bc0bf11a74c626c265edbd7397ff5.jpg,train/Grade 1/a-Plantar-hallux-subungual-ulcer-b-ulcer-healing-after-tenotomy-of-the-flexor_png.rf.d92900e4be318462f9a8eceb70482815.jpg,a-Plantar-hallux-subungual-ulcer-b-ulcer-healing-after-tenotomy-of-the-flexor_png,a-Plantar-hallux-subungual-ulcer-b-ulcer-healing-after-tenotomy-of-the-flexor_png,0,0,Grade 1,Grade 1,1,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/a-Plantar-hallux-subungual-ulcer-b-ulcer-healing-after-tenotomy-of-the-flexor_png.rf.498bc0bf11a74c626c265edbd7397ff5.jpg,train/Grade 1/a-Plantar-hallux-subungual-ulcer-b-ulcer-healing-after-tenotomy-of-the-flexor_png.rf.e793965237e238b7fd222acfb9ebb263.jpg,a-Plantar-hallux-subungual-ulcer-b-ulcer-healing-after-tenotomy-of-the-flexor_png,a-Plantar-hallux-subungual-ulcer-b-ulcer-healing-after-tenotomy-of-the-flexor_png,0,0,Grade 1,Grade 1,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/a-Plantar-hallux-subungual-ulcer-b-ulcer-healing-after-tenotomy-of-the-flexor_png.rf.d92900e4be318462f9a8eceb70482815.jpg,train/Grade 1/a-Plantar-hallux-subungual-ulcer-b-ulcer-healing-after-tenotomy-of-the-flexor_png.rf.e793965237e238b7fd222acfb9ebb263.jpg,a-Plantar-hallux-subungual-ulcer-b-ulcer-healing-after-tenotomy-of-the-flexor_png,a-Plantar-hallux-subungual-ulcer-b-ulcer-healing-after-tenotomy-of-the-flexor_png,0,0,Grade 1,Grade 1,1,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/a39266877b6897fad51e9383d93daa05-diabetes-weird_jpg.rf.3b2cd3e949441daa81da22a71f8f959e.jpg,train/Grade 1/a39266877b6897fad51e9383d93daa05-diabetes-weird_jpg.rf.5f19b090613822f0c111a0729e39aef6.jpg,a39266877b6897fad51e9383d93daa05-diabetes-weird_jpg,a39266877b6897fad51e9383d93daa05-diabetes-weird_jpg,0,0,Grade 1,Grade 1,4,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/a39266877b6897fad51e9383d93daa05-diabetes-weird_jpg.rf.3b2cd3e949441daa81da22a71f8f959e.jpg,train/Grade 1/a39266877b6897fad51e9383d93daa05-diabetes-weird_jpg.rf.98a0e660d8671bee4c4ecbe2f814209c.jpg,a39266877b6897fad51e9383d93daa05-diabetes-weird_jpg,a39266877b6897fad51e9383d93daa05-diabetes-weird_jpg,0,0,Grade 1,Grade 1,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/a39266877b6897fad51e9383d93daa05-diabetes-weird_jpg.rf.5f19b090613822f0c111a0729e39aef6.jpg,train/Grade 1/a39266877b6897fad51e9383d93daa05-diabetes-weird_jpg.rf.98a0e660d8671bee4c4ecbe2f814209c.jpg,a39266877b6897fad51e9383d93daa05-diabetes-weird_jpg,a39266877b6897fad51e9383d93daa05-diabetes-weird_jpg,0,0,Grade 1,Grade 1,4,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/a39266877b6897fad51e9383d93daa05-diabetes-weird_jpg.rf.61096533d1d91151f25b17065269d69c.jpg,train/Grade 1/a39266877b6897fad51e9383d93daa05-diabetes-weird_jpg.rf.b4f5a6cc6b663f3161afd53970af66a6.jpg,a39266877b6897fad51e9383d93daa05-diabetes-weird_jpg,a39266877b6897fad51e9383d93daa05-diabetes-weird_jpg,0,0,Grade 1,Grade 1,4,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/a39266877b6897fad51e9383d93daa05-diabetes-weird_jpg.rf.61096533d1d91151f25b17065269d69c.jpg,train/Grade 1/a39266877b6897fad51e9383d93daa05-diabetes-weird_jpg.rf.c21a987667b01da61cebe476856e90d2.jpg,a39266877b6897fad51e9383d93daa05-diabetes-weird_jpg,a39266877b6897fad51e9383d93daa05-diabetes-weird_jpg,0,0,Grade 1,Grade 1,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/Callus-Formation1_jpg.rf.17a54c07386ab76ca8d38265b60a2eb5.jpg,train/Grade 1/Callus-Formation1_jpg.rf.875cb5acee5ab28dbfa4e7150ed6b2d5.jpg,Callus-Formation1_jpg,Callus-Formation1_jpg,0,0,Grade 1,Grade 1,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/Callus-Formation1_jpg.rf.17a54c07386ab76ca8d38265b60a2eb5.jpg,train/Grade 1/Callus-Formation1_jpg.rf.a921f588c501c0d3d995d93f372c8c77.jpg,Callus-Formation1_jpg,Callus-Formation1_jpg,0,0,Grade 1,Grade 1,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/Callus-Formation1_jpg.rf.875cb5acee5ab28dbfa4e7150ed6b2d5.jpg,train/Grade 1/Callus-Formation1_jpg.rf.a921f588c501c0d3d995d93f372c8c77.jpg,Callus-Formation1_jpg,Callus-Formation1_jpg,0,0,Grade 1,Grade 1,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/Class-1-Foot-at-risk-a-and-b-Foot-with-callus-but-no-ulcer-b-a-1-_png.rf.3ec3ff6ca308a5499a96b54166311882.jpg,train/Grade 1/Class-1-Foot-at-risk-a-and-b-Foot-with-callus-but-no-ulcer-b-a-1-_png.rf.b8a24ee7b8ad99d2086585c5ca45f9ac.jpg,Class-1-Foot-at-risk-a-and-b-Foot-with-callus-but-no-ulcer-b-a-1-_png,Class-1-Foot-at-risk-a-and-b-Foot-with-callus-but-no-ulcer-b-a-1-_png,0,0,Grade 1,Grade 1,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/corn-1200x820_jpg.rf.0dc07ceab0f947a740935d1b7571ce9f.jpg,train/Grade 1/corn-1200x820_jpg.rf.8197e8023215dfd47260fd242341ac49.jpg,corn-1200x820_jpg,corn-1200x820_jpg,0,0,Grade 1,Grade 1,1,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/corn-1200x820_jpg.rf.37281c742085a5e986194b451716bd35.jpg,train/Grade 1/corn-1200x820_jpg.rf.3cf69aa2b3ac0fa5d35d701b299ee3ed.jpg,corn-1200x820_jpg,corn-1200x820_jpg,0,0,Grade 1,Grade 1,1,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 1/corn-1200x820_jpg.rf.37281c742085a5e986194b451716bd35.jpg,train/Grade 1/corn-1200x820_jpg.rf.79a31473770169ef9b354ebbc5ec269f.jpg,corn-1200x820_jpg,corn-1200x820_jpg,0,0,Grade 1,Grade 1,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
