image_1,split_1,class_1,image_2,split_2,class_2,match_type,cross_split_leakage,cross_class_conflict,dhash_hamming_distance
train/Grade 4/350_jpg.rf.018118996baaba4026032a9087b14175.jpg,train,Grade 4,train/Grade 4/350_jpg.rf.1164a2411a80127a7d869d70185347ae.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 4/350_jpg.rf.018118996baaba4026032a9087b14175.jpg,train,Grade 4,train/Grade 4/350_jpg.rf.e878b4df076baabb1728f4e2fa4b4e3f.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 4/4039916766432702719_jpg.rf.217e01c9a74322ad9fe814375ea7cd9d.jpg,train,Grade 4,train/Grade 4/4039916766432702719_jpg.rf.4c722d0dc95220bfadfcd7cdc03094ca.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 4/4039916766432702719_jpg.rf.217e01c9a74322ad9fe814375ea7cd9d.jpg,train,Grade 4,train/Grade 4/4039916766432702719_jpg.rf.cf2a0a86f6e2b3fe64ff3dae24e7800e.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 4/4039916766432702719_jpg.rf.4c722d0dc95220bfadfcd7cdc03094ca.jpg,train,Grade 4,train/Grade 4/4039916766432702719_jpg.rf.942bdac296cb197e190ecfeab48b7779.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 4/4039916766432702719_jpg.rf.4c722d0dc95220bfadfcd7cdc03094ca.jpg,train,Grade 4,train/Grade 4/4039916766432702719_jpg.rf.cf2a0a86f6e2b3fe64ff3dae24e7800e.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 4/4039916766432702719_jpg.rf.4c722d0dc95220bfadfcd7cdc03094ca.jpg,train,Grade 4,train/Grade 4/51858111_2120697521351716_1932841652360052736_n_jpg.rf.e5fc737963d8fcd655c20742bed73418.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 4/4039916766432702719_jpg.rf.942bdac296cb197e190ecfeab48b7779.jpg,train,Grade 4,train/Grade 4/4039916766432702719_jpg.rf.cf2a0a86f6e2b3fe64ff3dae24e7800e.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 4/4039916766432702719_jpg.rf.942bdac296cb197e190ecfeab48b7779.jpg,train,Grade 4,train/Grade 4/51858111_2120697521351716_1932841652360052736_n_jpg.rf.e5fc737963d8fcd655c20742bed73418.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 4/4039916766432702719_jpg.rf.cf2a0a86f6e2b3fe64ff3dae24e7800e.jpg,train,Grade 4,train/Grade 4/51858111_2120697521351716_1932841652360052736_n_jpg.rf.e5fc737963d8fcd655c20742bed73418.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 4/4916270068439552632_jpg.rf.1d0d6e00b098c19fe518fc43a27d3dfa.jpg,train,Grade 4,train/Grade 4/4916270068439552632_jpg.rf.5754d25fc3a22a8aac9ce9fbe1333418.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 1/147_jpg.rf.ebfae2a666aa0a614036acf48617834a.jpg,train,Grade 1,train/Grade 1/147_jpg.rf.f5c41c228d0eb957301f9dacac40dc10.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 1/334_jpg.rf.1751023840343cc4ede1443d29c39ec0.jpg,train,Grade 1,train/Grade 1/334_jpg.rf.7c74590b9afd8a457f2d38d91a9c17db.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 1/351_jpg.rf.40680c9c00c4b677f332a012d795efff.jpg,train,Grade 1,train/Grade 3/52156688_262325001328063_4488024718745534464_n_jpg.rf.5e799632729bd8ac4e8c67c8e6b6ff36.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,2.0
train/Grade 1/351_jpg.rf.c450fc6003f89391cdfa9714bcc8eb80.jpg,train,Grade 1,train/Grade 4/191_jpg.rf.dda26dea96a9d73dd476188b7353e5b3.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 1/52766842_553738755138733_4660913657968852992_n_jpg.rf.3fe63c922e955d020dd4486b279f945f.jpg,train,Grade 1,train/Grade 4/191_jpg.rf.dda26dea96a9d73dd476188b7353e5b3.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,True,3.0
train/Grade 2/1167-1-_jpg.rf.083238c076d3294f99012903de392bc1.jpg,train,Grade 2,train/Grade 2/1167-1-_jpg.rf.c429a752518de3bcf9babd21494f1db2.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 2/146_jpg.rf.f012ce1292968e1ad8617c5928d2b227.jpg,train,Grade 2,train/Grade 2/146_jpg.rf.fe5cca105ba8b96052213e2cd2095e72.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 2/301437_jpg.rf.0bb816c85189b749cbdb306a95e5b93a.jpg,train,Grade 2,train/Grade 2/301437_jpg.rf.ee1142163e4abe8bc3df2d66394f6811.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 2/465_jpg.rf.06e4c4ad79293c407c0dd380905ac671.jpg,train,Grade 2,train/Grade 2/465_jpg.rf.a40cf15a39abdf8602901a1a0e5987d2.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 3/25_jpg.rf.2aec78d856c487eb6b32a21d3a68f1d6.jpg,train,Grade 3,train/Grade 3/53181561_342865159661053_6451397940698152960_n_jpg.rf.3bd29dae9a03ea9a8137e5c9efaef61a.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 3/25_jpg.rf.2aec78d856c487eb6b32a21d3a68f1d6.jpg,train,Grade 3,train/Grade 3/53323459_2396396807256877_8878559465192816640_n_jpg.rf.50cc02876bf38618c7df190bfdaa2281.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 3/302640_jpg.rf.4a11b2f17f2e861a13c2048616d77f04.jpg,train,Grade 3,train/Grade 3/302640_jpg.rf.546f769563826dd0fc7fe7f43827c4c7.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 3/304636_jpg.rf.27d19e591a4eb7e1e4bac79e2b905a2c.jpg,train,Grade 3,train/Grade 3/304636_jpg.rf.f3c0a381fc8450cf79210dd8533efb03.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 3/51851228_2319386861651500_9211483666163695616_n_jpg.rf.633c471cbe2f2abd756390ca52b6b258.jpg,train,Grade 3,train/Grade 3/51851228_2319386861651500_9211483666163695616_n_jpg.rf.72fc54b8dd82d6e396fd27f2afce70cf.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 3/53181561_342865159661053_6451397940698152960_n_jpg.rf.3bd29dae9a03ea9a8137e5c9efaef61a.jpg,train,Grade 3,train/Grade 3/53323459_2396396807256877_8878559465192816640_n_jpg.rf.50cc02876bf38618c7df190bfdaa2281.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 4/501636_jpg.rf.4ce9affb53cbf9f4edcda700cc8f52e6.jpg,train,Grade 4,train/Grade 4/501636_jpg.rf.fc3844247644bf70dda3c8fca33fcd1f.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 4/505_jpg.rf.49e8be5d15bf9111eb019629f9392e24.jpg,train,Grade 4,train/Grade 4/505_jpg.rf.8a2ad08ead0df8a439bb23380c1b14a8.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 4/505_jpg.rf.49e8be5d15bf9111eb019629f9392e24.jpg,train,Grade 4,train/Grade 4/505_jpg.rf.a3cf9e8c216f16c68befb48e74d54df6.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 4/505_jpg.rf.49e8be5d15bf9111eb019629f9392e24.jpg,train,Grade 4,train/Grade 4/505_jpg.rf.a6ded01ab8a257500b855d1b0d5ba839.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 4/505_jpg.rf.8a2ad08ead0df8a439bb23380c1b14a8.jpg,train,Grade 4,train/Grade 4/505_jpg.rf.a3cf9e8c216f16c68befb48e74d54df6.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 4/505_jpg.rf.8a2ad08ead0df8a439bb23380c1b14a8.jpg,train,Grade 4,train/Grade 4/505_jpg.rf.a6ded01ab8a257500b855d1b0d5ba839.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 4/505_jpg.rf.a3cf9e8c216f16c68befb48e74d54df6.jpg,train,Grade 4,train/Grade 4/505_jpg.rf.a6ded01ab8a257500b855d1b0d5ba839.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 1/52605175_2036653519784616_4603193373434576896_n_jpg.rf.c7d4236591c7bba3a268371d8709e2a8.jpg,train,Grade 1,train/Grade 1/52605175_2036653519784616_4603193373434576896_n_jpg.rf.e4720b43257366109a2397804ce95e6d.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 3/304774_jpg.rf.73cb64cb3619caf2ff33b4a45bca7b8e.jpg,train,Grade 3,train/Grade 3/304774_jpg.rf.74ac653da9e424d9c8a0a5d524f9823f.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 4/2166365910321328840_jpg.rf.1745a415def2b1b2ee3dec5343cb5c1a.jpg,train,Grade 4,train/Grade 4/2166365910321328840_jpg.rf.8374d7d4f17e22351e1fb2c10737fec1.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 4/2166365910321328840_jpg.rf.1745a415def2b1b2ee3dec5343cb5c1a.jpg,train,Grade 4,train/Grade 4/2166365910321328840_jpg.rf.b2a77cee35592dd2453670a94384d57e.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 4/2166365910321328840_jpg.rf.8374d7d4f17e22351e1fb2c10737fec1.jpg,train,Grade 4,train/Grade 4/2166365910321328840_jpg.rf.b2a77cee35592dd2453670a94384d57e.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 4/2166365910321328840_jpg.rf.8374d7d4f17e22351e1fb2c10737fec1.jpg,train,Grade 4,train/Grade 4/2166365910321328840_jpg.rf.dbe8e7a28de6c941af0641cf0e399f6b.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 4/2166365910321328840_jpg.rf.b2a77cee35592dd2453670a94384d57e.jpg,train,Grade 4,train/Grade 4/2166365910321328840_jpg.rf.dbe8e7a28de6c941af0641cf0e399f6b.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 4/350_jpg.rf.cc050530fed8aa27622e7eb719894ebd.jpg,train,Grade 4,train/Grade 4/350_jpg.rf.d098ad8a1e226396c83565fdf045e255.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 4/51797944_254790468769500_1401433397594685440_n_jpg.rf.814c1a9429ce5e5686c3a85f48a49e99.jpg,train,Grade 4,train/Grade 4/51797944_254790468769500_1401433397594685440_n_jpg.rf.d983cb13760e3a6dd1a9def64b6653c9.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 4/51797944_254790468769500_1401433397594685440_n_jpg.rf.814c1a9429ce5e5686c3a85f48a49e99.jpg,train,Grade 4,train/Grade 4/52365720_652591511824432_1461259560428765184_n_jpg.rf.366be3e36205010c560ba6d363d8a627.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 4/51797944_254790468769500_1401433397594685440_n_jpg.rf.d983cb13760e3a6dd1a9def64b6653c9.jpg,train,Grade 4,train/Grade 4/52365720_652591511824432_1461259560428765184_n_jpg.rf.366be3e36205010c560ba6d363d8a627.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 4/51858111_2120697521351716_1932841652360052736_n_jpg.rf.125ec2761ce08c53c37f23c9ca4429be.jpg,train,Grade 4,train/Grade 4/51858111_2120697521351716_1932841652360052736_n_jpg.rf.33183bfa85f99c9c2cff222cf06cfde5.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 4/51858111_2120697521351716_1932841652360052736_n_jpg.rf.125ec2761ce08c53c37f23c9ca4429be.jpg,train,Grade 4,train/Grade 4/51858111_2120697521351716_1932841652360052736_n_jpg.rf.b7bd85213ea908b332782abc9ce352ea.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 4/51858111_2120697521351716_1932841652360052736_n_jpg.rf.125ec2761ce08c53c37f23c9ca4429be.jpg,train,Grade 4,train/Grade 4/51858111_2120697521351716_1932841652360052736_n_jpg.rf.e979cf10829ab8f46f97ea8ccf93e059.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 4/51858111_2120697521351716_1932841652360052736_n_jpg.rf.33183bfa85f99c9c2cff222cf06cfde5.jpg,train,Grade 4,train/Grade 4/51858111_2120697521351716_1932841652360052736_n_jpg.rf.b7bd85213ea908b332782abc9ce352ea.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 1/149_jpg.rf.36a880edc621edf4a6fbe241a4243578.jpg,train,Grade 1,train/Grade 1/149_jpg.rf.8509405fafdabca9611abf7eb308b269.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 1/274_jpg.rf.4b1b7e0cef05176770acbec1c80849c1.jpg,train,Grade 1,train/Grade 1/274_jpg.rf.bb39197f1e827e8acc3193eb4601954d.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 1/274_jpg.rf.4b1b7e0cef05176770acbec1c80849c1.jpg,train,Grade 1,train/Grade 1/274_jpg.rf.d7f90133b784d48e97e81b1e1f9ddafb.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 1/274_jpg.rf.bb39197f1e827e8acc3193eb4601954d.jpg,train,Grade 1,train/Grade 1/274_jpg.rf.d7f90133b784d48e97e81b1e1f9ddafb.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 1/302395_jpg.rf.1ddec5af4081ecfd35f1bc9a7a8b9091.jpg,train,Grade 1,train/Grade 1/302395_jpg.rf.c6cf7e07988bcd067787ee525c3a06fd.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 1/302395_jpg.rf.1ddec5af4081ecfd35f1bc9a7a8b9091.jpg,train,Grade 1,train/Grade 1/491_jpg.rf.c2f224912bc1bbe3e35cdd65f8660028.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 1/302395_jpg.rf.1ddec5af4081ecfd35f1bc9a7a8b9091.jpg,train,Grade 1,train/Grade 3/42_jpg.rf.d8c66b384d2ef09458df0b2fd1dc2a62.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,2.0
train/Grade 1/302395_jpg.rf.1ddec5af4081ecfd35f1bc9a7a8b9091.jpg,train,Grade 1,train/Grade 3/42_jpg.rf.f674b253511d6a7ce9fa1206bcb91a12.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,3.0
train/Grade 1/302395_jpg.rf.1ddec5af4081ecfd35f1bc9a7a8b9091.jpg,train,Grade 1,train/Grade 3/53323459_2396396807256877_8878559465192816640_n_jpg.rf.288002c3f2d8423fff2f3625e67503ba.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 1/302395_jpg.rf.25611949248d24c2cc664289e683147e.jpg,train,Grade 1,train/Grade 1/302395_jpg.rf.c6cf7e07988bcd067787ee525c3a06fd.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 1/302395_jpg.rf.25611949248d24c2cc664289e683147e.jpg,train,Grade 1,train/Grade 3/42_jpg.rf.d8c66b384d2ef09458df0b2fd1dc2a62.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,3.0
train/Grade 1/302395_jpg.rf.25611949248d24c2cc664289e683147e.jpg,train,Grade 1,train/Grade 3/42_jpg.rf.f674b253511d6a7ce9fa1206bcb91a12.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 1/302395_jpg.rf.26b4ca571ce9369c08b2f76ca53c7029.jpg,train,Grade 1,train/Grade 1/302395_jpg.rf.72180acfb46bf5b647df7dde1adea221.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 1/302395_jpg.rf.26b4ca571ce9369c08b2f76ca53c7029.jpg,train,Grade 1,train/Grade 1/491_jpg.rf.ba8762910dd2a7afd952985c21ac12d8.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 1/302395_jpg.rf.26b4ca571ce9369c08b2f76ca53c7029.jpg,train,Grade 1,train/Grade 3/42_jpg.rf.d8c66b384d2ef09458df0b2fd1dc2a62.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 1/302395_jpg.rf.26b4ca571ce9369c08b2f76ca53c7029.jpg,train,Grade 1,train/Grade 3/51795551_387825175429049_5388304199618396160_n_jpg.rf.4a211a48ec55eedf57405ebf9254c6eb.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,3.0
train/Grade 1/302395_jpg.rf.329e7e3c534fa5a9839d476f63804e0c.jpg,train,Grade 1,train/Grade 1/302395_jpg.rf.72180acfb46bf5b647df7dde1adea221.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 1/302395_jpg.rf.c6cf7e07988bcd067787ee525c3a06fd.jpg,train,Grade 1,train/Grade 1/491_jpg.rf.c2f224912bc1bbe3e35cdd65f8660028.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 1/302395_jpg.rf.c6cf7e07988bcd067787ee525c3a06fd.jpg,train,Grade 1,train/Grade 3/42_jpg.rf.d8c66b384d2ef09458df0b2fd1dc2a62.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 1/34_jpg.rf.15440e22fdd6e54dcac86e83448054d7.jpg,train,Grade 1,train/Grade 1/34_jpg.rf.2c2d80960926f87b231a842ab4e742fd.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 1/351_jpg.rf.610b10ddc75701be9c1aff91812ac642.jpg,train,Grade 1,train/Grade 1/351_jpg.rf.77363900d0017ead347580c4d19be730.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 1/351_jpg.rf.610b10ddc75701be9c1aff91812ac642.jpg,train,Grade 1,train/Grade 1/491_jpg.rf.ba8762910dd2a7afd952985c21ac12d8.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 1/351_jpg.rf.610b10ddc75701be9c1aff91812ac642.jpg,train,Grade 1,train/Grade 3/51754591_2131917850178589_3095084442885029888_n_jpg.rf.ce64c416f3a2e14d67d1b52afc821cc7.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,3.0
train/Grade 1/351_jpg.rf.610b10ddc75701be9c1aff91812ac642.jpg,train,Grade 1,train/Grade 3/51795551_387825175429049_5388304199618396160_n_jpg.rf.4a211a48ec55eedf57405ebf9254c6eb.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,2.0
train/Grade 1/351_jpg.rf.77363900d0017ead347580c4d19be730.jpg,train,Grade 1,train/Grade 1/491_jpg.rf.ba8762910dd2a7afd952985c21ac12d8.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 1/351_jpg.rf.77363900d0017ead347580c4d19be730.jpg,train,Grade 1,train/Grade 3/51754591_2131917850178589_3095084442885029888_n_jpg.rf.ce64c416f3a2e14d67d1b52afc821cc7.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 1/351_jpg.rf.77363900d0017ead347580c4d19be730.jpg,train,Grade 1,train/Grade 3/51795551_387825175429049_5388304199618396160_n_jpg.rf.4a211a48ec55eedf57405ebf9254c6eb.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,3.0
train/Grade 1/351_jpg.rf.8e94278684ccccbbb19c467ae04f2fb4.jpg,train,Grade 1,train/Grade 1/351_jpg.rf.f3b54a4f6f76fa84fb71055a7b04cb89.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 1/351_jpg.rf.8e94278684ccccbbb19c467ae04f2fb4.jpg,train,Grade 1,train/Grade 1/52893683_309124839801524_5592826745502826496_n_jpg.rf.fd765d9fca09fbb938acd617a4352e72.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 1/351_jpg.rf.8e94278684ccccbbb19c467ae04f2fb4.jpg,train,Grade 1,train/Grade 3/409_jpg.rf.c569909ab0cd6bd98fedd1a56a4faae0.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,3.0
train/Grade 1/351_jpg.rf.8e94278684ccccbbb19c467ae04f2fb4.jpg,train,Grade 1,train/Grade 3/42_jpg.rf.f674b253511d6a7ce9fa1206bcb91a12.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 1/351_jpg.rf.f3b54a4f6f76fa84fb71055a7b04cb89.jpg,train,Grade 1,train/Grade 1/52893683_309124839801524_5592826745502826496_n_jpg.rf.fd765d9fca09fbb938acd617a4352e72.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 1/351_jpg.rf.f3b54a4f6f76fa84fb71055a7b04cb89.jpg,train,Grade 1,train/Grade 3/409_jpg.rf.c569909ab0cd6bd98fedd1a56a4faae0.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,3.0
train/Grade 1/351_jpg.rf.f3b54a4f6f76fa84fb71055a7b04cb89.jpg,train,Grade 1,train/Grade 3/42_jpg.rf.f674b253511d6a7ce9fa1206bcb91a12.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 1/478_jpg.rf.7835c9ce42424b91d00f2f97065436e0.jpg,train,Grade 1,train/Grade 1/478_jpg.rf.a8196cd637158777b65102dbe62536e9.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 1/485_jpg.rf.92c14268137faf60fb07ab0aab90bc14.jpg,train,Grade 1,train/Grade 1/485_jpg.rf.9cf664a2b39df79ffb68321218206ba1.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 1/491_jpg.rf.ba8762910dd2a7afd952985c21ac12d8.jpg,train,Grade 1,train/Grade 1/491_jpg.rf.c2f224912bc1bbe3e35cdd65f8660028.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 1/491_jpg.rf.ba8762910dd2a7afd952985c21ac12d8.jpg,train,Grade 1,train/Grade 3/42_jpg.rf.d8c66b384d2ef09458df0b2fd1dc2a62.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 1/491_jpg.rf.ba8762910dd2a7afd952985c21ac12d8.jpg,train,Grade 1,train/Grade 3/51795551_387825175429049_5388304199618396160_n_jpg.rf.4a211a48ec55eedf57405ebf9254c6eb.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,3.0
train/Grade 1/491_jpg.rf.c2f224912bc1bbe3e35cdd65f8660028.jpg,train,Grade 1,train/Grade 3/41_jpg.rf.ec9a4f377b44aa0874a5a328ab683786.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,3.0
train/Grade 1/491_jpg.rf.c2f224912bc1bbe3e35cdd65f8660028.jpg,train,Grade 1,train/Grade 3/42_jpg.rf.d8c66b384d2ef09458df0b2fd1dc2a62.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 1/491_jpg.rf.c2f224912bc1bbe3e35cdd65f8660028.jpg,train,Grade 1,train/Grade 3/51754591_2131917850178589_3095084442885029888_n_jpg.rf.ce64c416f3a2e14d67d1b52afc821cc7.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 1/491_jpg.rf.feeb73e2510ea51cf1c3059e12804115.jpg,train,Grade 1,train/Grade 3/42_jpg.rf.d8c66b384d2ef09458df0b2fd1dc2a62.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,3.0
train/Grade 1/491_jpg.rf.feeb73e2510ea51cf1c3059e12804115.jpg,train,Grade 1,train/Grade 3/42_jpg.rf.f674b253511d6a7ce9fa1206bcb91a12.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 1/491_jpg.rf.feeb73e2510ea51cf1c3059e12804115.jpg,train,Grade 1,train/Grade 3/51795551_387825175429049_5388304199618396160_n_jpg.rf.4a211a48ec55eedf57405ebf9254c6eb.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 1/52893683_309124839801524_5592826745502826496_n_jpg.rf.0b319b350ddaab8b5f04d08c11eeca11.jpg,train,Grade 1,train/Grade 1/52893683_309124839801524_5592826745502826496_n_jpg.rf.fd765d9fca09fbb938acd617a4352e72.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 1/52893683_309124839801524_5592826745502826496_n_jpg.rf.0b319b350ddaab8b5f04d08c11eeca11.jpg,train,Grade 1,train/Grade 4/319_jpg.rf.08da29224f7c5870426452107bb1b6c9.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 1/52893683_309124839801524_5592826745502826496_n_jpg.rf.14e8b30acd25966fb103df6629c34863.jpg,train,Grade 1,train/Grade 1/52893683_309124839801524_5592826745502826496_n_jpg.rf.40ebdcb6f6c0e49309bcc5c6ea92343e.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 1/52893683_309124839801524_5592826745502826496_n_jpg.rf.14e8b30acd25966fb103df6629c34863.jpg,train,Grade 1,train/Grade 3/51754591_2131917850178589_3095084442885029888_n_jpg.rf.ce64c416f3a2e14d67d1b52afc821cc7.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 1/52893683_309124839801524_5592826745502826496_n_jpg.rf.40ebdcb6f6c0e49309bcc5c6ea92343e.jpg,train,Grade 1,train/Grade 3/51754591_2131917850178589_3095084442885029888_n_jpg.rf.ce64c416f3a2e14d67d1b52afc821cc7.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 1/52893683_309124839801524_5592826745502826496_n_jpg.rf.fd765d9fca09fbb938acd617a4352e72.jpg,train,Grade 1,train/Grade 3/409_jpg.rf.c569909ab0cd6bd98fedd1a56a4faae0.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,3.0
